village,plot_number,status,confidence,dx,dy,shift_magnitude,best_score,number_of_local_maxima,score_gap,entropy,opt_quality,area_consistency,distance_transform,boundary_hint,contour_similarity,gradient_agreement,smoothness,blending_factor,iou_official,iou_pred,centroid_distance,boundary_overlap,score_improvement
village_Malatavadi,1,flagged,0.20064720708656933,0.0,0.0,0.0,0.5855295556566941,333,0.011092908147899316,7.638859903526206,0.2962386611636227,0.8420546132563456,0.7399529814720154,0.34074074029922485,0.34074074029922485,0.6792711615562439,0.864444402595129,0.2,,,,,
village_Malatavadi,10,flagged,0.33129230326300724,0.0,0.0,0.0,0.6967023148791183,332,0.03292697020879931,7.640702882629399,0.35832704189333786,0.8653333333333334,0.8154525756835938,0.5735294222831726,0.5735294222831726,0.6579008102416992,0.6410553600315021,0.31665408378667576,,,,,
village_Malatavadi,100,flagged,0.14749729809437545,0.0,0.0,0.0,0.6177060665528794,355,0.012522931631776424,7.632153186426774,0.3129313901771545,0.9225092250922511,0.7519742250442505,0.4161073863506317,0.4161073863506317,0.7248454093933105,0.6372683960196565,0.225862780354309,,,,,
village_Malatavadi,1000,flagged,0.09109044478826898,0.0,0.0,0.0,0.5922177630230508,348,0.021347618831288995,7.641762421066611,0.3025832400563272,0.8121354166666667,0.7139312624931335,0.41129031777381897,0.41129031777381897,0.6845422387123108,0.6613627242341077,0.20516648011265443,,,,,
village_Malatavadi,1001,flagged,0.1186730412314114,0.0,0.0,0.0,0.7022065834300469,340,0.03285668995572444,7.62855745168696,0.36137585061364735,0.7457121551081283,0.8514279127120972,0.5753424763679504,0.5753424763679504,0.6701973080635071,0.5438617847254147,0.3227517012272948,,,,,
village_Malatavadi,1002,flagged,0.17451430824157016,0.0,0.0,0.0,0.602773575457586,338,0.006131811071861226,7.638893110932196,0.3033714731424262,0.6720082708710261,0.7512219548225403,0.40928271412849426,0.40928271412849426,0.6484236717224121,0.8025785432275946,0.2067429462848524,,,,,
village_Malatavadi,1003,flagged,0.1936302671684192,0.0,0.0,0.0,0.6355039816909929,346,0.030102272546448594,7.642309658837746,0.32683842823068027,0.7526971648406791,0.7775940299034119,0.450549453496933,0.450549453496933,0.6130401492118835,0.9061543033526527,0.25367685646136057,,,,,
village_Malatavadi,1004,flagged,0.15166073086453216,0.0,0.0,0.0,0.6587475073267418,352,0.022315333135112025,7.635548998896762,0.3363009870413829,0.5219753086419753,0.7716132998466492,0.5517241358757019,0.5517241358757019,0.7223901152610779,0.6214951215918983,0.2726019740827658,,,,,
village_Malatavadi,1005,flagged,0.3288673683802616,0.0,0.0,0.0,0.7203872883157063,351,0.016117423771418893,7.636111721147692,0.3652467823351923,0.7680608365019012,0.8292714357376099,0.6020942330360413,0.6020942330360413,0.8154541254043579,0.5578513288143014,0.3304935646703847,,,,,
village_Malatavadi,1006/A,flagged,0.23154006296850066,0.0,0.0,0.0,0.7356783713850527,338,0.04107621019697316,7.638304795908637,0.38032258281393416,0.4995555555555556,0.8720857501029968,0.6333333253860474,0.6333333253860474,0.6930996179580688,0.7844600323170072,0.3606451656278684,,,,,
village_Malatavadi,1006/B,flagged,0.08306202037741134,0.0,0.0,0.0,0.7280594952717301,345,0.0208808457740276,7.638940438612002,0.37043790523537057,0.31866666666666665,0.8753559589385986,0.6578947305679321,0.6578947305679321,0.6677524447441101,0.6410128332274699,0.3408758104707412,,,,,
village_Malatavadi,1007,flagged,0.234213248090492,0.0,0.0,0.0,0.6985750449702044,340,0.0017702504720160661,7.638148235836326,0.34998322773939977,0.917,0.8347815871238708,0.5166666507720947,0.5166666507720947,0.7327759265899658,0.777363143056431,0.2999664554787996,,,,,
village_Malatavadi,1008,flagged,0.13778851197210173,0.0,0.0,0.0,0.7505172094146593,339,0.021388432490820897,7.638909642141138,0.38181984404388275,0.9655737704918033,0.8490007519721985,0.6176470518112183,0.6176470518112183,0.7099366784095764,0.8917146307148945,0.36363968808776553,,,,,
village_Malatavadi,1009,flagged,0.09275755936182561,0.0,0.0,0.0,0.685881673484534,330,0.0026357695359184863,7.63944543408768,0.3438622593730411,0.7563333333333333,0.8315191268920898,0.5333333611488342,0.5333333611488342,0.7504167556762695,0.5416467206774125,0.28772451874608224,,,,,
village_Malatavadi,101,flagged,0.22885202190887596,0.0,0.0,0.0,0.5573823011530623,351,0.008237333546522119,7.635758136697267,0.28138951244682847,0.9000900090009001,0.7063851952552795,0.30042919516563416,0.30042919516563416,0.7002856135368347,0.7924696636193689,0.2,,,,,
village_Malatavadi,1010,flagged,0.21854678183076767,0.0,0.0,0.0,0.6740323543491379,339,0.03389274880211224,7.6391665580067505,0.3473219897652522,0.916470588235294,0.8069688677787781,0.489130437374115,0.489130437374115,0.7428037524223328,0.7097745526796534,0.2946439795305044,,,,,
village_Malatavadi,1011,flagged,0.06913738167051776,0.0,0.0,0.0,0.6008079223124151,342,0.013766041426608644,7.638742619701242,0.3046828529487391,0.7950410995822665,0.7557492256164551,0.41194969415664673,0.41194969415664673,0.6268057823181152,0.6259144238449891,0.20936570589747822,,,,,
village_Malatavadi,1012,flagged,0.09714701546555515,0.0,0.0,0.0,0.6602658222913034,350,0.024904433750711608,7.62442284931222,0.3381279659714349,0.91975,0.7863698601722717,0.48275861144065857,0.48275861144065857,0.7374604940414429,0.6576176848397383,0.27625593194286985,,,,,
village_Malatavadi,1013,flagged,0.18479565813506316,0.0,0.0,0.0,0.6820827458162853,344,0.03306611564913009,7.635983286510799,0.3511824788589374,0.8837289897764685,0.8130049109458923,0.5445544719696045,0.5445544719696045,0.6467052698135376,0.6040403235981843,0.3023649577178748,,,,,
village_Malatavadi,1014,flagged,0.12136859291183563,0.0,0.0,0.0,0.6867816031283596,345,0.008461565402967275,7.641409069957973,0.3460085887360369,0.9149406796702192,0.8134964108467102,0.5134228467941284,0.5134228467941284,0.6523587703704834,0.900619781029294,0.29201717747207384,,,,,
village_Malatavadi,1015,flagged,0.2816008909888691,0.0,0.0,0.0,0.6339919031840958,350,0.012433781543117362,7.640681248796658,0.32082444544783273,0.9827792207792208,0.7942643165588379,0.42198580503463745,0.42198580503463745,0.6841692328453064,0.5987194044642775,0.2416488908956655,,,,,
village_Malatavadi,1016,flagged,0.11570105791615615,0.0,0.0,0.0,0.6141681344512955,345,0.0015670386029799088,7.640225553617961,0.30766446046271734,0.955963015201379,0.7418303489685059,0.4294871687889099,0.4294871687889099,0.689446210861206,0.5779671100427893,0.2153289209254347,,,,,
village_Malatavadi,1017,flagged,0.12022376465411325,0.0,0.0,0.0,0.7959184034232469,329,0.048676285020241794,7.636834586641907,0.4127610860758704,0.9784735812133072,0.8849573731422424,0.7027027010917664,0.7027027010917664,0.7210816144943237,0.7964506643909124,0.42552217215174093,,,,,
village_Malatavadi,1018,flagged,0.14762234397052215,0.0,0.0,0.0,0.7716764100276915,338,0.011878500725281627,7.626670723419715,0.3898666692438774,0.982640026203734,0.8509153127670288,0.6756756901741028,0.6756756901741028,0.7540199756622314,0.7301201994965815,0.37973333848775487,,,,,
village_Malatavadi,1019,flagged,0.17954627967878561,0.0,0.0,0.0,0.7528916244155441,356,0.009815059908349077,7.631419137838299,0.37973101236029316,0.9231479344564966,0.8700758814811707,0.6413043737411499,0.6413043737411499,0.693057119846344,0.6575282723831346,0.35946202472058636,,,,,
village_Malatavadi,102,flagged,0.13178081033217381,0.0,0.0,0.0,0.5943886643905963,347,0.03907333858918138,7.631256200825145,0.3092612788410948,0.8518855065879146,0.7244210243225098,0.3764044940471649,0.3764044940471649,0.7168578505516052,0.7955679331634026,0.2185225576821896,,,,,
village_Malatavadi,1020,flagged,0.09936390548317361,0.0,0.0,0.0,0.7266659353758704,349,0.005490929988704707,7.632289237463308,0.3652981646192206,0.847996608013568,0.8435683250427246,0.6224489808082581,0.6224489808082581,0.6761953234672546,0.6047930057614698,0.3305963292384413,,,,,
village_Malatavadi,1021,flagged,0.1933339301803306,0.0,0.0,0.0,0.6978948077753667,350,0.06383553895873229,7.636501221513188,0.36830578619976795,0.5216095380029806,0.8197250962257385,0.5945945978164673,0.5945945978164673,0.7344485521316528,0.6528319609034038,0.33661157239953593,,,,,
village_Malatavadi,1022,flagged,0.2590519085984131,0.0,0.0,0.0,0.7104211851755428,340,0.023648539971786287,7.631568444060778,0.36264193048999316,0.7997142857142856,0.8459239602088928,0.5604395866394043,0.5604395866394043,0.6889461874961853,0.7799086680178207,0.3252838609799864,,,,,
